Pressure,98.36,6,A8-AE-30-C4-83-39
Proximity,25.46,8,0F-4B-2F-3F-95-98
Pressure,92.01,10,17-4A-B4-FF-BE-0D
Humidity,98.64,4,AD-42-82-CB-09-50
Pressure,31.7,4,56-D5-A4-94-71-F9
Proximity,18.62,2,82-8C-FA-F9-86-2B
Temperature,35.71,8,1B-B5-D3-84-27-F4
Humidity,22.16,8,A1-47-2F-44-FD-7D
Temperature,66.32,2,10-72-1F-17-69-33
Pressure,39.18,9,93-F0-43-F2-ED-A5
Pressure,35.82,8,90-C3-A5-BC-F0-AF
Humidity,73.74,6,93-93-4D-36-CC-96
Humidity,78.25,5,FD-75-5D-B7-C5-10
Temperature,97.73,9,DF-D1-80-56-73-54
Temperature,41.2,5,91-1D-6B-FF-5D-69
Humidity,60.99,4,46-1F-CA-60-85-C9
Pressure,50.38,2,7F-68-9D-D9-A3-93
Humidity,60.76,3,63-78-E6-88-24-9F
Light,79.3,5,A3-01-9B-EC-3A-33
Sound,87.56,4,71-18-5B-4D-79-A6
Sound,13.86,3,83-08-43-4C-1E-0E
Pressure,20.9,6,E6-F4-76-CD-2D-F9
Temperature,79.17,1,97-87-39-F8-26-95
Light,55.05,6,9E-20-36-06-36-A2
Light,39.66,6,F7-8A-D0-5B-7D-14
Light,36.22,7,CF-16-AF-81-FD-E8
Pressure,81.14,6,2F-89-D3-1B-28-43
Pressure,80.84,1,16-DF-9A-0B-46-F8
Temperature,98.33,3,85-6E-D6-50-6C-F0
Temperature,53.43,7,E3-DF-ED-59-C9-EB
Light,81.46,7,CD-4D-0A-16-F7-7F
Sound,82.09,8,D2-5F-9B-62-7B-96
Proximity,19.51,3,9F-89-52-FC-00-08
Light,57.4,10,A0-22-AD-23-90-6B
Proximity,47.09,10,1E-CB-7B-76-EA-1C
Humidity,46.19,2,D6-88-3A-BC-4E-EF
Proximity,93.65,2,EA-CA-84-A4-C8-9F
Humidity,53.59,4,8F-17-2D-A6-9A-6F
Proximity,68.15,4,9B-D6-6E-D2-F5-57
Proximity,79.47,5,91-55-4C-A1-AD-0A
Sound,84.94,10,03-2B-63-52-F2-44
Pressure,75.99,4,83-79-0F-30-F8-CB
Humidity,96.89,9,7A-41-C8-5E-3F-92
Temperature,75.6,5,87-0B-1D-10-C6-15
Proximity,30.9,2,F4-4E-FC-77-E6-9A
Temperature,12.72,8,EA-F6-54-0C-66-45
Humidity,90.29,4,C5-9F-88-75-98-F6
Light,78.34,10,8D-12-C1-A4-AE-6F
Proximity,61.34,10,37-E5-90-62-B5-78
Proximity,49.52,5,1B-A6-10-E5-B6-D6
Pressure,47.69,10,6F-00-CC-1E-65-D2
Proximity,85.37,3,14-0F-94-77-38-9D
Proximity,49.83,3,D4-4E-F3-A6-C9-BD
Light,27.39,9,39-4F-B4-D9-CF-B5
Humidity,77.05,2,08-79-91-F1-1F-09
Sound,72.79,8,AE-FA-89-A0-92-D5
Sound,55.8,6,A4-48-BD-64-61-13
Proximity,17.86,2,CD-5B-CE-B3-7A-34
Temperature,53.04,7,68-53-76-77-8B-67
Light,35.61,8,22-DC-13-9F-43-2B
Sound,66.07,5,2A-AA-EB-A1-CB-EB
Temperature,62.55,6,0A-66-13-48-9F-D1
Humidity,75.68,9,DC-5C-ED-6F-8A-B5
Pressure,94.41,8,64-B3-A2-D3-35-12
Temperature,50.72,7,B4-81-4B-17-2E-BD
Temperature,49.54,10,64-59-60-99-E0-44
Sound,89.69,2,01-EB-A2-8F-88-CB
Sound,35.71,9,AA-1E-8D-AC-5C-21
Proximity,39.56,2,D4-D6-F0-15-4A-51
Pressure,47.83,1,EB-D8-9A-C7-B7-85
Light,68.09,10,AA-7C-02-D1-EE-8B
Light,95.37,5,B5-D2-E8-ED-AC-C6
Light,96.11,8,EB-9A-85-3E-5C-50
Light,29.77,8,46-99-61-C4-87-7B
Proximity,43.12,6,0D-9B-B7-69-38-DF
Temperature,42.77,4,D9-D4-6A-18-48-59
Light,89.16,9,73-F8-84-47-D4-F6
Proximity,46.83,2,4E-EB-71-19-A6-D8
Pressure,62.36,9,62-A9-0E-FD-1F-AD
Pressure,24.01,8,67-6A-3D-60-77-12
Light,73.13,6,21-E9-BC-EA-42-06
Sound,34.54,1,CF-74-0D-2D-3A-1A
Proximity,54.31,1,22-60-AF-31-D4-C4
Temperature,27.51,1,F2-9F-A6-69-94-A0
Light,15.18,9,5C-04-1E-11-16-38
Humidity,98.73,10,DF-8F-02-15-0E-39
Humidity,21.54,6,78-4D-3B-56-97-6B
Pressure,83.99,4,DD-5A-93-BB-44-2B
Light,84.77,4,33-2E-A4-F6-6C-27
Light,46.32,6,9A-8F-9D-5C-9C-9F
Temperature,61.62,6,07-21-BE-8B-FA-12
Temperature,82.08,8,76-E1-2E-2E-55-AF
Proximity,87.49,8,E7-DF-79-9D-51-39
Proximity,89.55,2,9E-0C-5F-61-60-10
Proximity,72.68,1,E3-E9-15-2A-E9-0D
Pressure,30.38,2,F8-6C-4C-F5-86-43
Sound,94.14,3,DB-FF-54-3E-40-1F
Light,44.12,3,D3-5F-59-CA-82-3B
Humidity,69.73,4,C8-AC-1F-B4-3A-37
Temperature,60.46,4,78-03-B0-8E-89-A5
Humidity,57.23,7,46-38-80-0C-F9-E3
Light,73.02,10,11-59-57-65-C1-6A
Light,38.92,4,92-D1-D9-81-EA-FF
Humidity,23.86,9,8C-EB-97-F4-71-18
Temperature,19.04,5,55-38-0E-44-22-43
Humidity,31.01,5,89-02-0B-C5-34-BD
Temperature,91.52,3,41-04-E4-78-24-0F
Temperature,27.65,10,C9-26-2F-C5-38-91
Sound,86.93,1,F7-74-00-88-76-CA
Proximity,97.17,8,0D-90-3E-21-C7-01
Sound,47.35,6,4A-F1-F5-B6-75-68
Pressure,84.83,6,4F-49-65-22-1F-D0
Sound,11.15,5,2B-58-DE-1D-ED-85
Sound,89.08,2,5C-95-49-CB-35-FE
Proximity,74.29,7,06-70-93-6E-1E-92
Humidity,98.97,1,0A-76-8E-DF-A9-44
Proximity,80.04,2,79-45-A4-A3-13-65
Pressure,57.53,4,DE-73-43-02-E2-40
Light,45.75,9,EC-5A-B0-C9-05-85
Sound,97.44,7,48-2B-4B-95-E1-E0
Sound,29.29,2,9D-05-BD-D8-7B-DE
Sound,68.02,8,22-AC-A5-8B-F5-69
Proximity,80.97,5,D8-1B-98-F2-65-EB
Pressure,56.26,6,5A-E0-82-FC-68-63
Sound,92.85,2,3F-BD-4A-BD-B1-CE
Sound,27.65,6,AF-F9-F2-8D-B0-AC
Light,33.34,10,C9-5C-52-F8-75-CE
Temperature,96.85,5,28-C9-B6-A0-8B-7B
Sound,63.03,5,DD-03-BB-48-05-F1
Sound,20.53,9,A8-2C-04-8E-9A-63
Proximity,35.65,2,67-12-FD-FE-F9-E7
Light,32.51,7,B4-5E-3C-E2-E4-9A
Pressure,36.2,2,0B-00-3E-0A-84-80
Sound,93.33,2,DD-30-A1-38-B1-EE
Pressure,63.62,8,E1-1B-7E-1F-39-98
Sound,28.74,6,55-11-E8-F2-15-CF
Sound,86.14,4,FD-8D-7D-DE-CB-E8
Proximity,55.37,9,84-72-37-84-F3-AF
Light,31.05,7,9B-8B-1B-DF-64-51
Light,89.54,8,84-38-74-9B-E3-EA
Pressure,96.63,5,2B-88-5E-2F-AD-53
Proximity,88.08,9,DE-38-3A-ED-4E-92
Pressure,56.7,5,6F-7C-7F-E1-EF-FF
Temperature,84.04,4,13-AE-FB-43-3F-96
Sound,19.4,2,5F-82-22-C5-CC-22
Pressure,75.95,4,B5-F6-12-B5-1F-0A
Proximity,76.72,2,60-75-29-1C-5D-F3
Proximity,68.29,10,03-CE-AA-01-7B-B7
Light,42.37,7,BE-0B-1D-28-C7-27
Sound,46.59,3,F8-8B-EB-95-A5-2D
Humidity,87.78,5,96-A4-3F-D1-F1-C5
Light,19.14,10,49-B3-2C-73-66-1A
Sound,53.87,3,70-43-D9-21-16-67
Sound,71.08,1,D0-BC-9E-83-FD-EB
Sound,74.58,9,49-47-DC-AC-F0-AC
Proximity,96.63,4,0E-16-A7-10-0E-86
Light,38.75,6,2D-AC-F6-0C-52-2B
Sound,95.87,9,D5-C1-50-1D-16-D6
Light,77.29,10,2C-6A-F0-8E-F5-F3
Sound,84.46,7,51-EE-6A-18-99-6C
Light,89.98,8,1F-CC-A7-01-45-80
Proximity,74.0,9,FB-DB-9F-EA-3B-DC
Proximity,22.53,4,A4-C3-9D-B9-E5-99
Temperature,50.7,3,9C-9D-D9-27-80-95
Pressure,97.59,10,2F-5A-F3-7B-5D-26
Pressure,60.33,10,93-AE-B5-63-69-94
Temperature,49.31,1,ED-1E-FE-61-64-EA
Humidity,93.18,9,26-E8-F2-8B-D3-6B
Pressure,33.91,4,81-AE-D2-66-7B-68
Temperature,83.26,4,B3-90-A5-C3-6A-94
Pressure,77.75,1,77-C3-74-FC-6C-40
Pressure,94.52,1,FE-EB-CC-08-6D-B6
Proximity,98.95,6,82-D0-73-B7-00-82
Pressure,90.42,1,49-DF-35-0C-53-F4
Light,14.39,2,9B-F1-F1-04-0D-BD
Humidity,83.89,9,B3-69-63-90-FA-86
Proximity,38.77,2,B8-50-BE-69-5C-F9
Sound,82.08,4,8A-D0-BB-B7-AD-51
Humidity,65.56,8,68-FC-47-88-DF-25
Humidity,54.23,7,8F-B1-E1-F6-BE-6F
Pressure,27.94,4,15-2F-73-99-CB-36
Light,42.85,10,7A-B9-22-54-F7-52
Humidity,14.86,7,F3-56-44-F6-AA-D6
Proximity,13.28,3,D9-D1-18-10-DB-FC
Sound,23.37,4,1C-1F-0A-38-A7-8E
Humidity,18.67,1,01-AB-39-00-D2-88
Pressure,83.61,5,EC-A7-2A-0F-BC-91
Light,15.09,7,FB-A9-FA-A6-9E-B1
Proximity,72.21,8,40-BE-41-78-65-F7
Light,35.24,8,54-DC-A7-11-07-A9
Pressure,88.99,4,F2-82-FF-FE-21-85
Humidity,14.97,4,E1-4A-CB-2E-F4-59
Pressure,55.54,8,1D-55-68-B8-E5-1F
Light,82.28,8,D4-6C-3C-93-4C-67
Humidity,57.22,5,5C-4F-37-2F-13-E1
Sound,14.15,6,B9-87-07-B3-3C-78
Proximity,57.96,10,80-73-D4-C4-26-BF
Light,73.93,9,8E-55-75-F8-98-69
Sound,86.43,1,E1-47-24-3F-C6-B7
Pressure,41.79,8,37-E8-D6-1D-BE-DD
Humidity,44.74,8,7C-6C-AD-8E-D1-B2
Sound,61.4,6,C2-63-0E-71-90-59
Light,18.55,7,EE-6A-E4-16-BB-FA
Temperature,65.29,6,B1-28-65-C2-6E-1D
Proximity,66.05,10,6B-61-B0-D4-6E-9D
Proximity,40.68,6,DD-63-25-4D-64-7B
Humidity,35.54,1,BD-F7-63-CF-2C-0E
Humidity,87.48,1,2F-8C-9C-08-03-CE
Proximity,64.58,1,96-08-A4-8D-EA-59
Proximity,97.1,10,92-FA-C8-B3-31-A3
Sound,96.09,1,29-E3-3F-21-14-71
Light,35.75,1,C1-1B-B8-42-7E-C6
Pressure,16.9,8,82-00-48-AD-9E-18
Proximity,48.59,5,BC-2A-4D-DC-D4-62
Light,91.01,5,B1-1A-C6-49-F3-41
Light,94.46,4,74-2D-CF-18-53-69
Humidity,61.09,10,9F-85-56-ED-BF-93
Proximity,22.84,9,44-61-65-9A-A0-7F
Proximity,29.76,7,2E-6F-78-59-21-B7
Proximity,90.64,10,B2-B8-66-3E-CF-40
Proximity,55.08,9,43-D8-ED-00-4C-A2
Temperature,97.77,7,0D-4C-CF-60-8B-2A
Sound,83.66,10,71-AD-8C-6A-97-8F
Humidity,13.71,1,13-2E-33-6F-8D-66
Proximity,75.2,5,AD-EF-09-06-D2-6B
Temperature,98.45,8,4D-08-70-7A-9B-65
Pressure,53.6,1,90-A3-3D-08-17-B2
Pressure,15.89,1,BD-7D-B0-11-B8-80
Proximity,62.77,3,DB-5D-F0-67-BC-37
Temperature,28.97,4,BB-B6-E6-A1-36-D6
Temperature,68.6,10,A4-B8-2D-69-AC-25
Temperature,50.24,10,9E-74-1A-EB-F2-2D
Temperature,14.53,2,50-25-1A-B4-FA-5C
Light,42.42,2,AC-AC-2A-69-B1-0A
Pressure,32.99,10,03-5A-18-76-6B-DA
Humidity,22.87,2,F9-E8-07-15-90-A4
Temperature,44.85,6,B3-C5-6E-F2-BD-67
Humidity,94.5,5,F3-A8-B8-9E-0C-77
Pressure,63.29,6,8D-3A-CD-07-A7-60
Humidity,68.59,10,5E-41-F2-69-97-9E
Light,70.29,5,13-5A-01-0C-82-55
Pressure,52.41,9,BA-A4-CD-95-3D-51
Light,60.07,3,7D-8E-52-86-06-51
Sound,63.4,8,A5-47-11-1A-58-F0
Humidity,59.88,2,C2-52-95-EF-19-8C
Pressure,59.42,8,6F-B7-2B-EA-CF-72
Pressure,99.21,6,06-99-48-C6-71-18
Humidity,17.86,7,7A-C0-F2-DD-FF-55
Proximity,94.05,5,9B-AA-B1-12-07-AF
Light,41.18,6,43-D0-D5-D4-42-32
Proximity,71.33,9,E3-FE-84-FC-E5-90
Sound,90.68,6,4F-54-35-A1-2C-C9
Proximity,92.94,3,DE-9F-6D-43-5E-3D
Pressure,26.66,9,F9-4F-12-BB-55-8A
Sound,24.58,4,19-CA-83-CA-69-A6
Pressure,77.42,9,EF-8C-A0-A0-6B-4F
Proximity,43.29,6,CC-1D-44-4B-D5-78
Light,15.32,6,E0-5F-60-04-30-CE
Sound,24.85,2,93-2B-00-1F-01-6C
Humidity,35.0,3,AA-B6-17-F6-E4-07
Pressure,81.68,3,F2-05-3F-01-40-0B
Light,78.37,10,43-EC-39-C7-F1-4E
Humidity,90.08,3,3B-01-ED-27-11-2A
Light,20.71,1,07-5D-B8-04-AE-58
Temperature,32.61,4,21-D5-DE-BA-AF-75
Sound,86.57,6,8D-DA-BE-96-B2-20
Pressure,15.24,10,75-E5-51-C3-57-C8
Humidity,95.08,10,39-5F-EA-92-1A-8C
Proximity,60.39,4,64-77-65-0F-14-F5
Light,94.14,1,A2-07-67-12-6A-E2
Temperature,41.05,6,71-48-CF-75-E0-08
Temperature,72.01,1,4D-7C-CE-F3-E3-C7
Humidity,61.65,5,67-CC-BE-C2-FD-4F
Proximity,82.74,5,8B-A8-F4-A8-63-17
Humidity,30.42,2,E9-68-6A-B7-B9-30
Sound,82.22,3,EF-D4-8C-0B-76-1E
Sound,75.84,5,BD-F6-DE-25-A1-6B
Light,58.61,9,ED-64-40-F6-42-79
Humidity,92.05,9,B3-78-A3-4D-9F-28
Humidity,59.61,6,55-5F-B0-C2-31-04
Proximity,61.45,6,68-3E-FD-E7-DC-1F
Proximity,27.26,9,FD-BD-D0-4D-17-1B
Sound,96.53,5,23-27-36-A9-58-42
Temperature,31.15,1,EC-30-A1-5A-72-A2
Light,14.41,9,01-F4-39-1F-3B-48
Humidity,58.54,4,7B-52-C9-CB-6E-79
Humidity,55.98,8,B4-FE-DA-B8-06-7E
Light,28.37,3,6C-20-39-92-51-71
Light,56.42,5,C7-AC-39-5D-29-60
Humidity,79.91,1,85-6A-B9-42-9A-8E
Light,96.3,8,91-F4-2F-66-0A-BD
Light,57.19,10,05-65-22-00-9D-02
Light,59.95,3,1A-65-ED-33-84-E6
Sound,86.64,9,1F-DD-49-77-BB-F7
Temperature,13.21,4,F7-C6-43-25-2C-06
Sound,32.08,3,68-DF-BE-45-29-CC
Humidity,54.45,10,2B-62-DC-07-9C-C3
Light,53.53,10,1F-65-43-CD-70-7C
Sound,89.84,1,F6-A8-37-F6-54-76
Light,88.18,5,AD-78-8C-11-B8-D9
Pressure,39.84,4,49-20-50-79-9A-63
Temperature,13.93,10,D1-49-3C-2E-AE-A7
Proximity,18.57,1,C8-8A-9F-4C-6D-6E
Temperature,21.15,6,5B-7C-5A-DC-C8-4E
Humidity,35.97,10,4C-89-2C-FA-1F-69
Humidity,68.56,10,5C-BF-8F-FA-7D-76
Proximity,36.97,8,8A-CE-7F-21-23-5D
Proximity,60.91,1,B9-C2-DB-60-6E-B8
Pressure,16.01,9,F0-BA-A8-A3-2B-8E
Proximity,13.69,8,E7-4E-7D-9C-B2-5A
Proximity,75.01,7,E0-DD-A2-6C-2D-80
Pressure,44.07,1,DF-C2-F2-97-97-13
Proximity,98.37,4,C5-52-6A-13-ED-B4
Temperature,35.74,8,FD-93-C6-52-44-CE
Humidity,74.62,9,9B-5D-37-4A-E1-B0
Light,95.53,3,39-74-D9-DC-9D-34
Temperature,91.93,9,FD-CD-50-AE-80-30
Sound,41.39,10,C0-4F-E0-F6-2E-BA
Light,68.72,3,C3-15-EA-97-9D-2A
Light,69.7,7,74-A0-4E-66-25-17
Sound,73.07,4,AE-1F-40-EC-0C-3B
Pressure,12.49,1,41-EF-0C-CB-68-21
Proximity,81.14,10,5E-7D-DE-91-02-F0
Humidity,40.55,6,EC-96-A7-F2-17-76
Temperature,79.44,6,A5-65-07-19-6D-E7
Pressure,77.39,5,64-1C-90-C9-0A-5C
Temperature,92.67,2,C9-C8-C6-E5-24-AA
Temperature,38.6,6,57-79-3B-A6-CB-DA
Humidity,94.99,8,2B-0E-54-DD-4C-A2
Humidity,44.59,9,6D-A5-8D-9F-C9-B4
Proximity,11.1,6,21-9C-DC-56-8F-27
Humidity,65.33,7,A8-09-7E-32-D1-24
Pressure,81.55,8,76-55-BF-44-11-57
Temperature,66.02,8,F9-33-92-36-39-3B
Temperature,61.66,2,A9-FE-85-CC-9A-6E
Proximity,54.27,4,D6-E6-33-31-F6-3D
Sound,86.88,4,3E-AC-8E-AA-0F-28
Sound,40.09,1,04-7A-BF-F8-C8-63
Sound,62.44,4,D4-F3-AC-08-0F-C9
Light,56.9,5,1E-5A-1F-A4-DE-19
Humidity,97.81,7,29-67-8B-31-31-EC
Light,34.62,2,7D-AF-01-F7-AB-42
Light,80.59,1,C8-AB-E5-A6-F3-75
Humidity,87.0,1,68-DA-63-AF-AC-56
Proximity,23.51,3,72-DE-11-5F-A8-29
Humidity,26.85,2,03-4E-4A-58-1E-D1
Humidity,66.76,1,AB-25-FE-D3-7F-55
Temperature,40.94,2,09-06-D4-70-A6-18
Temperature,84.79,3,71-95-12-AD-84-A4
Proximity,20.05,1,4B-B6-0E-13-38-7E
Pressure,66.81,3,A6-C9-7C-C3-23-C1
Temperature,14.85,7,73-ED-D7-ED-E0-6C
Temperature,59.36,10,6F-F2-2A-EF-61-BF
Pressure,56.1,5,46-B9-D0-33-A8-92
Pressure,65.27,8,03-73-F8-DE-6D-D8
Proximity,22.78,1,9A-07-4D-AF-47-92
Proximity,70.27,5,F1-CE-9C-E5-59-30
Temperature,15.98,8,20-1E-89-46-83-F1
Humidity,57.56,2,6B-30-F8-AA-F9-B5
Sound,62.39,10,86-61-60-0E-FB-CC
Humidity,39.76,1,73-5B-30-9A-08-F3
Sound,80.31,6,71-29-FD-78-CE-6A
Pressure,55.55,7,CA-0D-1B-70-56-9A
Pressure,20.49,4,D3-F1-97-63-7A-87
Sound,99.1,6,F9-8C-E5-6D-5C-E5
Humidity,85.85,2,3E-8D-6C-5C-AD-CE
Temperature,35.04,2,D2-95-3C-E1-3D-C3
Light,94.37,9,03-1D-0F-85-B0-70
Temperature,56.98,4,31-F9-87-E7-DE-5B
Proximity,57.3,6,0C-69-2A-92-A6-9E
Temperature,69.06,7,7F-82-64-E8-80-F0
Humidity,80.58,5,25-DD-F2-CF-0F-57
Light,24.59,1,1F-6F-B5-05-7F-A4
Humidity,65.59,9,A8-CF-99-63-6A-07
Pressure,45.58,8,B4-5F-BF-40-7B-C9
Sound,16.03,5,AD-9C-09-2E-02-F8
Sound,22.22,4,57-D2-15-23-04-06
Light,68.34,7,D8-5B-C8-20-61-E4
Pressure,12.58,1,EF-71-E4-2B-1C-FC
Sound,94.37,6,C9-87-DB-C1-1D-49
Light,71.28,10,3E-B1-F7-06-A3-EC
Pressure,71.42,3,5F-FD-2D-76-ED-72
Pressure,27.51,2,2A-08-CA-AD-7F-1F
Temperature,49.93,3,9F-53-40-16-C9-D3
Humidity,19.61,3,78-55-97-DA-A3-F1
Light,27.9,8,C8-33-76-BB-44-CA
Pressure,37.54,2,A9-8F-69-88-0E-E7
Proximity,41.93,3,D4-1B-AE-DA-2B-BF
Pressure,35.54,3,17-66-1C-6D-F2-B1
Proximity,61.1,9,91-1E-80-CD-57-AA
Temperature,33.48,6,CD-DE-7F-E1-C0-53
Proximity,16.85,8,F3-44-F9-E2-BD-4E
Temperature,50.32,1,3B-9D-0F-BE-30-D4
Proximity,33.25,3,5C-01-D0-27-23-A1
Pressure,57.82,3,04-3F-F9-67-E7-56
Proximity,13.87,3,6E-2A-05-A3-10-F3
Light,42.83,5,28-B7-89-C2-62-EE
Pressure,66.8,1,2D-15-62-38-E7-D3
Proximity,88.77,9,37-29-BB-E4-04-69
Sound,62.36,6,A6-6F-5B-D1-1E-37
Temperature,89.51,2,D1-D4-AB-AC-EA-DB
Proximity,30.11,2,5C-5B-60-BF-C0-D2
Sound,33.38,1,9C-B2-33-E8-1B-1E
Sound,19.93,3,BC-66-44-59-0A-4D
Sound,29.16,2,28-C4-8E-A4-93-82
Sound,93.11,1,89-F4-4F-FC-0A-8E
Proximity,81.32,1,DB-B3-25-50-0E-AA
Light,39.53,6,12-79-27-5A-E7-31
Light,53.69,9,AE-F1-88-D4-F9-9D
Humidity,43.61,6,0D-BF-F0-F1-4F-BC
Humidity,56.91,10,E0-94-5D-59-C1-50
Sound,65.45,10,C9-12-65-FE-D7-A6
Proximity,80.9,6,62-87-17-79-5E-45
Light,97.38,4,2D-61-14-97-89-9B
Pressure,57.18,1,74-E7-3F-16-E5-A5
Temperature,54.6,6,16-19-E4-74-0E-99
Pressure,92.85,1,94-BC-23-78-85-CC
Pressure,81.73,3,1B-76-0C-39-2D-75
Light,10.8,6,1A-CF-8C-64-8B-90
Humidity,83.51,4,9F-32-F1-20-19-F9
Light,94.64,6,9A-94-93-3B-C5-B1
Light,95.21,5,A6-6C-00-9B-08-13
Sound,15.55,7,18-EF-0F-3E-B2-54
Proximity,61.96,7,6B-3F-15-0D-F6-C1
Temperature,24.25,7,77-16-BD-C6-08-0D
Sound,75.89,7,58-0F-0E-06-01-B8
Temperature,53.33,5,A4-FB-18-4D-52-A4
Temperature,31.95,5,9F-53-79-90-CF-BB
Proximity,99.92,1,7F-FB-BE-75-C3-2A
Pressure,93.1,8,EE-BA-7A-82-79-74
Light,19.65,4,97-C9-99-3B-7F-9D
Pressure,31.57,9,64-15-0E-9F-A4-2E
Proximity,46.8,2,C9-E3-FD-6D-E2-4E
Light,59.08,3,85-C1-FC-28-33-B8
Proximity,98.42,2,43-6E-F5-9C-E1-13
Sound,22.77,9,72-E7-55-8A-4C-D9
Temperature,53.36,5,0D-7A-2A-00-67-A7
Light,31.73,1,B6-05-7F-31-83-91
Proximity,59.17,10,1F-EC-D8-37-5F-00
Proximity,32.21,4,9F-01-1B-05-DB-E6
Sound,43.75,3,39-6B-1A-36-72-84
Temperature,86.66,4,AE-94-9C-9F-02-29
Proximity,39.15,6,E0-14-CE-F5-F4-2A
Pressure,43.29,6,29-03-13-3D-B5-EE
Sound,67.26,5,2F-57-7B-2D-C6-61
Humidity,94.32,1,A5-60-9C-21-91-FA
Temperature,88.88,3,FD-38-E5-5D-F0-35
Humidity,10.64,2,55-E2-C1-64-A9-49
Pressure,89.98,3,F0-2F-73-C6-BB-14
Humidity,93.55,6,03-79-BD-23-6C-C1
Temperature,90.45,4,86-60-2D-95-3F-37
Humidity,14.68,10,0E-BF-6D-8E-B3-53
Pressure,37.09,8,87-45-E3-3B-22-87
Pressure,98.92,3,54-48-4C-F5-E4-DF
Sound,92.22,5,75-01-B0-13-1D-C7
Temperature,33.69,5,16-61-EC-F4-C5-97
Temperature,17.12,10,C6-C1-AD-79-03-90
Sound,18.65,8,9E-A3-57-39-07-E3
Sound,10.73,1,1C-A5-EF-04-0F-F7
Humidity,12.85,6,1B-5E-08-66-8D-64
Sound,93.82,2,04-20-09-2C-A5-BA
Light,33.57,5,1B-B8-B3-BA-FF-D5
Pressure,26.16,2,5D-F7-B8-8C-35-48
Sound,41.64,8,5F-59-BC-13-76-69
Humidity,52.85,3,22-A0-63-68-99-7F
Pressure,16.22,7,B2-4B-C0-6B-42-6F
Pressure,17.37,5,09-7C-55-13-8F-C0
Light,74.25,10,6B-DD-B7-27-EB-EB
Light,81.98,5,E4-9C-D3-EA-A6-0D
Temperature,81.84,10,30-32-CA-B9-55-CC
Proximity,75.07,10,11-28-BB-C9-E7-13
Light,55.45,1,60-D3-56-EB-F0-E2
Temperature,53.73,10,49-C4-81-DC-27-43
Light,85.49,1,39-96-42-3F-6A-F9
Proximity,66.59,4,28-74-A7-9C-BB-AC
Humidity,58.77,6,D3-B0-08-F3-D9-E2
Temperature,85.32,10,8E-F7-5C-75-14-85
Humidity,83.43,10,8A-65-DE-69-FF-DA
Temperature,82.93,6,D1-A5-40-5C-97-63
Pressure,56.7,1,EB-6A-BA-2A-60-B1
Humidity,41.29,3,B4-02-3F-DE-01-5E
Proximity,44.51,4,7C-64-30-64-05-8D
Sound,39.19,2,28-42-1F-22-D3-28
Sound,66.45,9,76-2D-33-2C-4D-A7
Humidity,38.87,10,29-77-35-D1-92-F8
Humidity,66.76,6,AA-FB-15-00-57-E3
Humidity,44.68,2,61-92-7B-4A-19-93
Humidity,23.8,1,E5-22-B4-FF-D3-DE
Sound,70.61,2,B8-79-C2-3C-9B-2E
Pressure,92.82,9,FF-97-44-F5-EA-E7
Sound,22.56,2,82-2E-FE-84-46-51
Sound,55.18,3,07-40-1C-F9-90-80
Proximity,14.96,4,C3-AC-C5-EE-49-3D
Sound,73.57,4,A5-33-0E-90-48-9A
Humidity,93.91,10,3E-3C-A2-DD-E7-34
Sound,69.93,9,7B-A8-5A-0E-53-B9
Pressure,93.91,1,B9-44-DE-3D-35-0B
Humidity,48.46,3,DE-FB-74-F3-98-E8
Sound,17.32,9,7B-D0-F6-2B-4B-4D
